word0,frequency1,word2,frequency3,word4,frequency5,word6,frequency7,word8,frequency9,word10,frequency11,word12,frequency13,word14,frequency15,word16,frequency17,word18,frequency19,word20,frequency21,word22,frequency23,word24,frequency25,word26,frequency27,word28,frequency29,word30,frequency31,word32,frequency33,word34,frequency35,word36,frequency37,word38,frequency39,word40,frequency41,word42,frequency43
null,null,hno658,26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadsiliguri,26,null,null,nagaripuram,318,null,null,null,null,wakadnear,15,kanneettukandathil,10,2opposite,21,null,null,null,null
null,null,hno630,26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,raodoor,26,null,null,neharunagar,317,null,null,null,null,jalgaonnear,15,konnet,10,mooppantakath,21,null,null,null,null
null,null,hno718,26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,kdroad,26,null,null,champaknagar,317,null,null,null,null,nearvinayaka,15,ponettissery,10,oppsbh,21,null,null,null,null
null,null,hno600,26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rdaga,26,null,null,rukmininagar,316,null,null,null,null,nearaxis,15,netainagar,10,oppcmc,21,null,null,null,null
null,null,hno802,26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,talroad,26,null,null,nagarbavi,316,null,null,null,null,vastinear,15,bonetti,10,oppaditya,21,null,null,null,null
null,null,hno645,26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,icroad,26,null,null,nagarnar,316,null,null,null,null,nearvitthal,15,biogenetica,10,oppilamaniyar,21,null,null,null,null
null,null,hno803,26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadnallasopara,26,null,null,kishanaganj,314,null,null,null,null,nearreliance,15,environet,10,opptaluka,21,null,null,null,null
null,null,houseng,26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rdno6,26,null,null,gokhalenagar,314,null,null,null,null,nearom,15,neethiammal,10,kopparapu,21,null,null,null,null
null,null,hno649,26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,gokhaleroad,26,null,null,nagappattinam,314,null,null,null,null,nearguru,15,net4,10,highwayopp,21,null,null,null,null
null,null,hno653,26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,hillsroad,26,null,null,fatimanagar,313,null,null,null,null,lorenear,15,nexterra,10,oppdiamond,21,null,null,null,null
null,null,hno783,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rfroad,26,null,null,nagarik,311,null,null,null,null,vapinear,15,netrika,10,hyderabadopp,21,null,null,null,null
null,null,hno754,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rdat,26,null,null,chamundanagar,311,null,null,null,null,sodalanear,15,dhamanetal,10,oppist,21,null,null,null,null
null,null,hno668,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadoor,26,null,null,krnagar,309,null,null,null,null,232near,15,netuapara,10,oppgovthospital,21,null,null,null,null
null,null,hno1038,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,bapatroad,26,null,null,chamundinagar,309,null,null,null,null,apnear,15,nethakani,10,opprajendra,21,null,null,null,null
null,null,hno774,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,yroad,26,null,null,kakatiyanagar,309,null,null,null,null,parnear,15,vadakkaneth,10,opprative,21,null,null,null,null
null,null,hno1359,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22mgroad,26,null,null,ramnagariya,308,null,null,null,null,hinear,15,webnet,10,vyloppilli,21,null,null,null,null
null,null,housimg,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roaddr,25,null,null,mohiuddinnagar,308,null,null,null,null,paynear,15,nettarachira,10,koppurai,21,null,null,null,null
null,null,hno705,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,road6,25,null,null,prahaladnagar,307,null,null,null,null,moganear,15,nettikere,10,oppchirag,21,null,null,null,null
null,null,hno737,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadjunagadh,25,null,null,maheshnagar,307,null,null,null,null,krishnanear,15,netariya,10,oppuco,21,null,null,null,null
null,null,hno695,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadchinna,25,null,null,nagarnagpur,306,null,null,null,null,sahibabadnear,15,infranet,10,oppakashwani,21,null,null,null,null
null,null,hno724,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadmogappair,25,null,null,nagardhan,306,null,null,null,null,madurainear,15,serenety,10,koiyathoppu,21,null,null,null,null
null,null,hno620,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,raoda,25,null,null,mpnagar,306,null,null,null,null,nonea,15,kinetics,10,oppgopi,21,null,null,null,null
null,null,hno671,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roaddumdum,25,null,null,dnagar,306,null,null,null,null,khordanear,15,novalnet,10,suragondanakoppa,21,null,null,null,null
null,null,housew,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadindustrial,25,null,null,sharadanagar,306,null,null,null,null,mayurbhanjnear,15,kannethayil,10,sanikoppa,21,null,null,null,null
null,null,hno880,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rdoli,25,null,null,ramalinganagar,306,null,null,null,null,mansinear,15,soneta,10,pooppallil,21,null,null,null,null
null,null,hno833,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roaddewas,25,null,null,naganakulam,305,null,null,null,null,colabanear,14,telenetix,10,gersoppa,21,null,null,null,null
null,null,hno771,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadwa,25,null,null,thilaknagar,305,null,null,null,null,149near,14,nettiyam,10,oppmahakali,21,null,null,null,null
null,null,hno741,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadvalsad,25,null,null,nagarvel,305,null,null,null,null,180near,14,kizhnethapakkam,10,aravattigekoppalu,21,null,null,null,null
null,null,hno474,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,lcroad,25,null,null,bidyanagar,305,null,null,null,null,farmnear,14,freyssinet,10,nedumthoppu,21,null,null,null,null
null,null,hno605,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadbhilwara,25,null,null,saraswatinagar,304,null,null,null,null,bypassnear,14,netventures,10,hoppmen,21,null,null,null,null
null,null,hno698,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,tdroad,25,null,null,adnagar,304,null,null,null,null,baugnear,14,kinetal,10,choppakatla,21,null,null,null,null
null,null,hno1096,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadbarasat,25,null,null,nagalwadi,303,null,null,null,null,144near,14,cosmonet,10,ganikoppa,21,null,null,null,null
null,null,hno662,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadva,25,null,null,nagarathinam,302,null,null,null,null,bazaarnear,14,nettikallu,10,kallikoppa,21,null,null,null,null
null,null,hno837,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadbsk,25,null,null,bhabhanagar,302,null,null,null,null,wingnear,14,trineti,10,koppanalil,21,null,null,null,null
null,null,hno832,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadegmore,25,null,null,nagarindore,301,null,null,null,null,ramnagarnear,14,nethaur,10,jakkinakoppa,21,null,null,null,null
null,null,hno768,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ksroad,25,null,null,madhabnagar,299,null,null,null,null,67near,14,nettechnocrats,10,oppjyoti,20,null,null,null,null
null,null,hno648,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadpalani,25,null,null,shivanagara,299,null,null,null,null,ashramnear,14,netivaripalem,10,circleopp,20,null,null,null,null
null,null,housen0,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadkurnoolandhra,25,null,null,jannagar,299,null,null,null,null,1anear,14,thenneti,10,oppvidya,20,null,null,null,null
null,null,house*********************,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadbhavani,25,null,null,korangrapady,298,null,null,null,null,bridgenear,14,netlab,10,8opp,20,null,null,null,null
null,null,house**********************,25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,salairoad,25,null,null,nagana,298,null,null,null,null,mahalnear,14,dnetal,9,koppana,20,null,null,null,null
null,null,houssoc,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadbharathi,25,null,null,nangran,298,null,null,null,null,singraulinear,14,neetika,9,thoppilkadavu,20,null,null,null,null
null,null,hno755,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,poroad,25,null,null,vidyutnagar,297,null,null,null,null,121near,14,netradan,9,popp,20,null,null,null,null
null,null,hno656,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,khanroad,25,null,null,ganapathinagar,297,null,null,null,null,punnea,14,nettupalayam,9,oppgulmohar,20,null,null,null,null
null,null,housnig,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,gamroad,25,null,null,phulenagar,297,null,null,null,null,gpnear,14,neethimarga,9,oppnatraj,20,null,null,null,null
null,null,hno1008,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,road226012,25,null,null,binaganj,297,null,null,null,null,malanear,14,pathnet,9,oppvikas,20,null,null,null,null
null,null,hno735,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,padaroad,25,null,null,dharmnagar,296,null,null,null,null,kotanear,14,punet,9,opprajpath,20,null,null,null,null
null,null,hnobxi,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,belapurroad,25,null,null,aurnagabad,296,null,null,null,null,168near,14,geomagnetism,9,nakaopp,20,null,null,null,null
null,null,hno1204,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadrikathu,25,null,null,engrs,296,null,null,null,null,hsgsocnear,14,nauneetpur,9,oppswastik,20,null,null,null,null
null,null,hno652,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rd#5,25,null,null,nagavaram,296,null,null,null,null,marathahallinear,14,netraji,9,ooppoottil,20,null,null,null,null
null,null,hno725,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadsikar,24,null,null,gaytrinagar,295,null,null,null,null,neamati,14,cenetre,9,oppschool,20,null,null,null,null
null,null,hnow,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rdvile,24,null,null,ranjitnagar,295,null,null,null,null,nea4,14,netivari,9,oppshreyas,20,null,null,null,null
null,null,housemen,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadjorhat,24,null,null,tungri,295,null,null,null,null,khargharnear,14,senete,9,oppvishnu,20,null,null,null,null
null,null,hno709,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadsec,24,null,null,miranagar,295,null,null,null,null,neai,14,cnetr,9,oppfun,20,null,null,null,null
null,null,hno773,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rdnagpur,24,null,null,karvetinagar,295,null,null,null,null,nearmahatma,14,studnet,9,stationopp,20,null,null,null,null
null,null,hno766,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,road12,24,null,null,devanagar,294,null,null,null,null,157near,14,nettayakkonam,9,toppu,20,null,null,null,null
null,null,hno914,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,road9th,24,null,null,gakulnagar,294,null,null,null,null,nearat,14,jenet,9,choppala,20,null,null,null,null
null,null,hno720,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadfirst,24,null,null,mahabubngr,294,null,null,null,null,nearhigh,14,harneet,9,baghopp,20,null,null,null,null
null,null,hno692,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ecroad,24,null,null,janagam,293,null,null,null,null,thiruvallurnear,14,stneet,9,oppsomnath,20,null,null,null,null
null,null,hno905,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rdan,24,null,null,nagarwest,292,null,null,null,null,uppalnear,14,cenetaph,9,oppbhagwati,20,null,null,null,null
null,null,hno1108,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadpatiala,24,null,null,triveninagar,292,null,null,null,null,tambaramnear,14,ayyanethu,9,kalloppara,20,null,null,null,null
null,null,hno762,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,rgroad,24,null,null,jogindarnagar,292,null,null,null,null,tirunelvelinear,14,regnet,9,oppnutan,20,null,null,null,null
null,null,house`,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadkasba,24,null,null,binovanagar,291,null,null,null,null,kalyannear,14,nextension,9,opparihant,20,null,null,null,null
null,null,hous3,24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,mahalroad,24,null,null,nagarold,290,null,null,null,null,renear,14,lanetal,9,anjilithoppil,20,null,null,null,null
null,null,hno821,23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,villageroad,24,null,null,nagamarai,290,null,null,null,null,203near,14,vinetha,9,allimooppan,20,null,null,null,null
null,null,houseo,23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,roadhal,24,null,null,ananthanagar,290,null,null,null,null,lakenear,14,netasi,9,oppchamunda,20,null,null,null,null
